"","KO","S561toS566_AD.AD6","S1001_3_4_AD1_3_4","S1002_5_6_AD2_5_6","S1147_49_50_AD1_3_4","S1148_51_52_AD2_5_6","S1154_57_58_AD2_5_6","F5","F55","F110","F124","F179","S119.full","S370.full","S1273.ADFull","S1554.ADFull","S1813.ADFull"
"7270","K14326",337,297,432,386,303,639,1255,793,800,829,889,810,624,844,647,730
"7271","K14327",5,5,15,16,3,12,6,7,16,16,27,10,24,10,32,16
"7272","K14330",39,26,12,27,19,10,22,16,20,32,18,18,16,11,20,14
"7273","K14333",64,66,110,43,59,55,268,194,264,311,239,124,132,126,77,71
"7274","K14335",282,379,410,391,240,353,673,608,673,828,766,742,838,902,959,724
"7275","K14337",434,433,657,611,402,653,773,611,1010,893,632,624,624,954,500,510
"7276","K14338",625,621,1031,870,647,1299,1511,1544,2218,2097,1892,1301,1043,1607,893,1044
"7277","K14339",622,630,1045,768,815,959,1756,1096,1597,1411,1398,1128,1060,1378,860,1033
"7278","K14340",393,321,468,423,343,325,786,661,869,922,712,551,526,691,467,528
"7279","K14343",0,0,4,0,0,2,0,3,0,4,0,0,0,0,0,0
"7280","K14347",128,116,368,130,135,253,847,723,636,791,792,700,507,712,623,612
"7281","K14348",112,182,270,154,107,132,231,431,386,463,346,127,137,162,144,117
"7282","K14358",3447,2861,1705,3614,3944,1587,656,426,474,451,556,4227,3255,3861,3738,3658
"7283","K14374",65,58,33,38,53,25,90,112,92,118,99,137,172,226,131,160
"7284","K14376",9,0,18,23,0,12,15,8,5,4,7,0,0,0,0,0
"7285","K14379",142,175,417,208,148,211,333,277,290,385,364,1782,1645,1687,1548,1544
"7286","K14384",3,2,0,3,0,0,0,0,0,0,0,2,0,0,10,2
"7287","K14385",2,30,0,2,0,0,10,7,8,32,42,0,0,0,0,0
"7288","K14386",1,4,42,4,4,23,31,55,40,43,35,14,19,14,41,18
"7289","K14387",105,80,241,115,122,209,644,704,687,806,900,393,381,388,313,306
"7290","K14388",643,511,232,790,1024,185,180,162,113,205,195,648,476,637,484,550
"7291","K14391",22,7,2,6,9,8,7,5,11,0,5,0,0,0,0,0
"7292","K14392",307,354,709,628,1361,605,433,294,277,274,227,1051,884,954,823,894
"7293","K14393",2381,2501,6153,2852,2875,6818,11231,10662,9428,9831,10284,4359,3828,4350,3495,3135
"7294","K14396",4,12,12,17,10,15,4,4,3,8,2,120,69,84,87,67
"7295","K14400",1,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0
"7296","K14401",0,11,20,10,4,2,0,0,0,0,0,0,0,0,4,8
"7297","K14402",4,20,14,24,4,12,0,0,6,2,2,0,0,2,2,5
"7298","K14403",40,51,90,45,23,52,157,125,132,161,228,111,141,92,55,171
"7299","K14407",19,34,18,21,5,8,47,31,46,47,63,47,30,23,38,33
"7300","K14408",0,4,6,2,5,8,0,18,7,9,35,0,0,0,2,2
"7301","K14411",1,2,0,2,0,5,18,24,63,27,42,2,8,11,9,33
"7302","K14414",29,34,140,45,42,177,778,648,481,631,700,44,63,68,35,45
"7303","K14415",8928,7764,5551,9026,6606,3616,3588,3095,3180,3289,3689,7493,6446,7111,6885,6723
"7304","K14424",2,7,8,5,8,0,54,62,26,93,149,0,0,0,0,0
"7305","K14427",10,9,17,12,2,4,12,4,19,5,12,43,32,56,30,70
"7306","K14429",4,10,2,0,0,0,11,7,11,6,5,142,131,201,245,293
"7307","K14430",4,8,10,16,4,21,6,8,11,14,28,0,9,2,0,0
"7308","K14435",12,28,18,59,2,29,0,0,0,0,0,39,29,25,79,39
"7309","K14436",12,4,22,14,8,10,1,0,2,0,2,2,13,4,11,6
"7310","K14437",238,189,153,280,88,135,104,107,106,85,132,79,111,122,147,102
"7311","K14439",500,574,358,750,273,319,262,261,235,344,366,297,230,268,254,239
"7312","K14440",1885,1704,2270,2321,3535,5137,868,699,775,992,969,3292,3092,2835,3717,3202
"7313","K14441",10823,9885,8833,11348,10181,10117,7717,6357,6466,6714,6601,12657,10550,11806,11160,10739
"7314","K14445",2653,2552,3257,2587,2380,2691,4691,4523,4545,4339,4102,6987,6080,6362,5457,5536
"7315","K14446",448,431,790,447,487,372,1436,934,1246,1369,1261,860,809,1016,663,642
"7316","K14447",944,820,1786,965,933,905,3351,1990,2704,2763,2781,2304,1934,2175,1457,1833
"7317","K14448",226,284,622,309,258,390,1839,1253,1591,1426,1732,1006,891,962,750,950
"7318","K14449",277,225,527,333,255,428,1340,942,1147,1096,1317,926,733,865,720,818
"7319","K14451",10,19,37,32,18,11,149,80,149,123,161,68,46,59,28,41
"7320","K14455",2,1,10,11,10,4,0,3,4,0,2,0,0,0,0,0
"7321","K14457",306,286,503,381,281,418,482,365,607,534,445,490,467,630,324,344
"7322","K14459",72,61,30,112,12,12,14,9,2,8,16,308,180,161,112,126
"7323","K14465",170,222,137,181,77,50,73,55,126,108,72,44,47,44,28,23
"7324","K14468",10,2,7,0,0,12,93,103,86,147,73,15,10,10,15,6
"7325","K14469",2,4,3,8,0,4,115,156,153,155,119,3,9,5,0,3
"7326","K14470",357,292,473,398,354,593,816,597,874,783,787,499,532,815,459,439
"7327","K14471",6,6,14,15,6,15,41,44,80,49,41,4,4,4,3,6
"7328","K14472",10,2,16,10,8,7,78,84,106,87,79,8,13,26,13,31
"7329","K14475",5323,3844,1183,3289,3966,827,756,464,600,725,815,4347,4364,5185,4145,4763
"7330","K14481",0,2,0,2,14,5,19,9,21,6,21,18,14,22,8,6
"7331","K14482",0,3,3,0,2,7,0,0,0,0,0,0,8,0,4,4
"7332","K14487",148,102,416,78,176,352,807,679,616,706,731,667,607,626,649,619
"7333","K14489",17,12,39,14,15,32,114,121,120,128,99,95,89,92,77,62
"7334","K14491",0,4,0,1,10,2,52,11,12,14,19,14,22,16,20,14
"7335","K14492",8,4,6,2,3,2,50,8,6,10,19,3,3,12,13,9
"7336","K14504",0,0,19,0,2,2,2,10,9,6,8,0,0,4,4,0
"7337","K14506",213,150,107,126,96,63,305,321,305,326,355,127,65,40,64,29
"7338","K14508",0,0,2,2,2,2,0,0,2,2,2,0,0,0,0,0
"7339","K14509",51,38,32,59,5,24,17,10,44,31,31,1,4,7,2,3
"7340","K14510",6,2,6,4,0,0,5,16,14,11,17,0,0,0,0,0
"7341","K14515",0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"7342","K14519",26,30,22,23,24,20,103,74,99,130,134,64,31,72,38,73
"7343","K14520",1082,943,1363,1295,982,1617,2607,1858,2562,1862,1994,2260,1774,2459,1382,1637
"7344","K14521",174,188,627,171,226,633,1027,1157,987,1239,1143,281,191,215,261,209
"7345","K14534",1588,1189,726,1264,567,650,1082,758,781,865,913,3273,2722,2410,4223,2560
"7346","K14536",2,22,23,10,12,10,0,9,6,8,2,0,0,2,6,13
"7347","K14537",12,4,14,10,4,10,0,0,0,0,0,2,0,0,5,13
"7348","K14538",0,3,16,2,10,4,5,6,0,0,2,0,11,9,3,7
"7349","K14539",6,10,11,11,2,5,0,2,0,8,16,0,2,5,0,12
"7350","K14540",1883,1802,1775,1651,3722,3508,1427,1294,1091,1098,1307,986,902,985,790,998
"7351","K14541",5,6,20,14,6,7,9,24,18,11,16,0,0,0,0,0
"7352","K14548",2,0,7,4,4,1,4,2,7,1,10,0,0,0,0,0
"7353","K14549",3,14,22,2,5,26,52,69,47,25,59,4,13,5,21,7
"7354","K14550",0,6,0,5,2,2,0,0,2,10,11,0,0,0,0,0
"7355","K14552",0,0,8,0,0,0,2,0,6,3,9,12,0,0,0,0
"7356","K14553",4,3,10,2,1,23,34,47,65,78,54,2,1,5,10,16
"7357","K14554",11,8,15,16,6,17,73,42,68,47,49,89,73,69,66,60
"7358","K14555",31,32,57,27,20,53,204,177,195,245,219,118,94,132,99,83
"7359","K14556",12,16,43,26,24,35,42,50,60,51,58,37,15,17,8,0
"7360","K14558",185,152,232,217,159,278,302,256,317,295,372,783,528,610,394,359
"7361","K14559",7,3,22,9,14,2,0,0,0,0,0,4,2,2,4,0
"7362","K14560",0,1,2,0,2,7,2,2,0,0,0,0,0,0,2,2
"7363","K14561",370,393,102,340,345,63,3,3,11,0,2,305,296,263,254,318
"7364","K14563",2,9,16,9,4,8,4,9,4,6,0,0,0,0,0,10
"7365","K14564",633,766,205,614,819,140,11,9,22,14,8,679,600,593,620,717
"7366","K14565",6,10,21,11,6,15,0,1,1,8,12,0,0,2,4,10
"7367","K14566",0,6,7,2,7,6,0,3,0,8,1,0,6,2,0,0
"7368","K14567",4,13,30,14,6,6,6,7,6,13,0,0,0,0,4,11
"7369","K14568",2,4,4,6,0,6,3,2,5,6,8,16,11,4,15,9
"7370","K14569",10,12,21,8,6,24,2,4,1,1,4,11,6,8,4,6
"7371","K14571",259,171,150,168,95,154,154,130,113,152,158,117,136,133,97,147
"7372","K14572",235,185,404,345,581,484,714,633,681,820,960,434,381,403,393,505
"7373","K14573",0,0,10,2,7,6,0,0,0,0,8,0,0,0,2,4
"7374","K14574",505,599,187,471,597,121,12,8,19,15,11,532,508,490,447,550
"7375","K14575",418,174,98,154,120,101,305,230,294,310,288,95,103,92,111,95
"7376","K14578",20,3,14,2,14,24,23,55,53,56,40,47,43,36,14,23
"7377","K14581",256,187,290,347,260,399,499,414,614,453,442,421,460,549,340,330
"7378","K14584",202,246,577,203,290,801,1427,1330,1214,1394,1749,329,268,327,290,228
"7379","K14585",5,0,11,5,15,10,6,14,8,9,10,13,13,3,7,4
"7380","K14588",48,48,170,63,65,115,426,510,424,593,552,138,140,142,112,103
"7381","K14590",6,6,6,9,3,20,0,6,0,0,0,0,6,2,0,0
"7382","K14591",118,218,269,260,315,186,88,71,54,76,73,44,44,52,37,52
"7383","K14595",21,29,22,29,26,7,0,0,0,0,0,11,10,9,11,9
"7384","K14596",63,39,55,46,64,26,205,219,265,330,336,62,74,73,51,43
"7385","K14597",1085,1267,830,1515,2360,1221,1082,825,928,1131,983,2305,1740,2233,1901,2107
"7386","K14607",275,250,622,349,280,197,496,326,418,451,228,612,498,484,297,228
"7387","K14611",186,153,209,269,530,207,7,87,64,13,32,269,221,232,238,243
"7388","K14615",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"7389","K14616",3,4,0,0,0,0,10,12,18,26,18,9,6,6,8,5
"7390","K14623",316,402,567,488,220,442,778,668,546,668,542,998,765,836,972,768
"7391","K14627",60,10,114,21,63,90,185,118,190,109,163,97,145,93,86,132
"7392","K14629",11,11,14,10,6,17,131,100,120,109,144,57,30,38,28,44
"7393","K14630",0,0,5,2,0,1,12,11,11,7,11,19,21,16,9,6
"7394","K14631",5,1,2,0,0,14,21,39,45,45,45,2,5,4,3,6
"7395","K14633",16,32,40,33,34,40,149,101,80,92,88,70,40,62,40,31
"7396","K14634",2,4,16,5,12,2,4,0,0,0,6,0,0,0,0,0
"7397","K14638",31,26,64,24,21,23,210,240,293,290,263,74,115,82,67,49
"7398","K14640",72,58,168,83,87,696,381,439,477,627,751,187,179,203,210,198
"7399","K14641",3,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0
"7400","K14644",15,0,7,2,517,33,8,2,0,2,3,2,0,0,0,6
"7401","K14645",13710,13585,8728,14338,7556,5166,9483,8625,8511,8214,8904,26740,22876,25035,22562,22546
"7402","K14647",2521,2066,2465,2710,4580,2893,2318,2221,2854,2215,1902,3774,3330,3505,2602,3250
"7403","K14648",2,2,0,0,2,2,0,0,0,0,2,2,2,2,4,2
"7404","K14652",7064,6434,6500,7552,5980,5209,7682,6561,7315,7483,7373,10381,8747,9959,9315,8680
"7405","K14653",15,36,31,27,52,30,8,6,2,0,2,40,28,34,17,26
"7406","K14654",963,1131,354,928,1199,274,197,213,214,174,258,1269,1137,1218,1128,1407
"7407","K14655",0,0,3,3,0,16,4,2,4,9,2,0,0,0,0,0
"7408","K14656",419,416,137,374,399,112,35,70,21,57,34,1072,897,1019,892,995
"7409","K14657",31,63,191,50,91,186,519,579,614,742,717,174,121,146,119,143
"7410","K14659",8,9,17,6,34,4,227,196,152,162,266,2,0,4,3,2
"7411","K14660",99,71,109,109,70,80,455,388,557,468,584,291,249,343,199,260
"7412","K14661",6,5,4,8,6,2,23,34,35,38,34,28,19,41,31,24
"7413","K14663",155,120,89,218,68,82,25,22,11,75,103,52,49,53,48,73
"7414","K14664",23,14,50,35,101,79,97,83,76,45,50,51,52,63,46,31
"7415","K14665",59,104,148,90,110,67,133,255,12,14,4,0,2,4,3,4
"7416","K14666",84,90,131,122,73,136,292,163,257,245,239,312,227,359,241,207
"7417","K14667",29,14,14,64,0,20,4,5,4,0,0,4,7,2,0,1
"7418","K14670",27,18,24,23,7,13,2,0,12,0,6,14,1,2,2,4
"7419","K14672",9,16,37,25,32,36,183,176,148,253,187,53,57,39,47,57
"7420","K14673",324,259,179,352,152,76,103,53,85,93,82,168,101,97,78,66
"7421","K14674",6,5,19,12,2,10,4,2,15,4,2,3,4,5,1,9
"7422","K14675",2,2,9,0,0,2,0,2,2,2,2,0,0,0,0,0
"7423","K14676",25,31,46,27,17,25,21,18,36,15,18,25,17,17,12,19
"7424","K14677",39,20,68,19,15,30,82,69,99,103,126,27,20,25,40,20
"7425","K14679",2,2,10,0,3,0,24,4,11,20,12,0,0,0,0,0
"7426","K14680",94,65,319,123,153,286,15,39,89,35,37,229,147,129,170,204
"7427","K14681",7,0,0,0,0,3,10,25,34,36,25,4,0,2,4,1
"7428","K14682",381,383,1220,403,433,1687,2325,2345,2073,2339,2304,764,713,746,869,645
"7429","K14683",265,245,76,197,36,31,79,47,51,65,50,35,52,50,24,32
"7430","K14684",0,0,1,2,0,2,17,32,37,27,19,0,0,0,0,0
"7431","K14688",55,75,127,32,27,78,55,32,47,26,20,1252,1019,1022,1044,964
"7432","K14692",10,6,36,9,17,23,88,64,61,78,43,33,27,24,23,37
"7433","K14696",492,449,782,521,594,826,1597,1230,1615,1492,1491,1219,987,1379,884,1059
"7434","K14698",256,227,397,328,276,610,658,504,785,429,408,538,387,544,237,273
"7435","K14699",141,104,196,156,136,289,331,244,361,172,177,251,160,291,120,157
"7436","K14709",0,4,3,2,2,6,12,10,2,9,6,0,5,2,0,6
"7437","K14713",4,0,1,0,2,12,2,2,7,8,12,0,0,0,0,0
"7438","K14715",19,36,5,10,4,0,37,37,13,36,44,6,18,15,8,8
"7439","K14717",6,6,6,1,2,6,4,2,0,0,3,0,0,0,0,0
"7440","K14726",8,53,0,0,0,0,0,12,2,3,3,497,442,320,367,404
"7441","K14727",567,547,874,663,528,2179,1265,1088,1532,1378,1256,839,823,1140,669,648
"7442","K14728",1623,1434,2051,1976,1190,1660,3025,2065,3048,2520,2456,2478,2261,2837,1702,1939
"7443","K14729",240,249,491,347,301,500,818,700,902,841,749,697,575,726,521,563
"7444","K14730",200,192,263,283,198,256,271,257,314,247,178,333,338,442,195,210
"7445","K14731",1239,1062,1217,1116,980,1749,2082,2053,2255,1987,2034,1821,1451,2083,1374,1398
"7446","K14733",1162,1053,1725,1333,1178,1495,3751,3244,4260,3512,3671,2509,2269,2753,1610,2029
"7447","K14735",129,164,299,161,153,147,298,292,377,406,258,243,259,274,157,84
"7448","K14742",6230,5622,4803,6421,5087,5199,4104,3500,3701,3937,3749,7195,5996,6654,6307,6165
"7449","K14743",1001,862,1040,1442,925,1486,1529,1234,1891,1505,1251,1366,1348,1892,1103,1111
"7450","K14747",0,3,0,0,2,2,0,1,0,1,4,0,0,0,0,0
"7451","K14748",4,2,10,4,5,9,113,52,64,72,153,26,24,16,19,12
"7452","K14749",4,0,13,10,4,10,74,39,34,49,61,27,4,12,9,6
"7453","K14751",0,0,0,4,0,2,7,10,4,19,5,0,0,0,0,0
"7454","K14753",125,257,118,231,94,215,105,160,232,212,124,144,120,219,184,151
"7455","K14754",4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"7456","K14755",12,2,28,16,8,32,39,26,40,33,32,9,6,12,8,9
"7457","K14758",1,2,14,9,5,6,0,4,2,0,0,0,0,0,0,0
"7458","K14759",2,8,7,4,5,5,48,47,56,53,41,23,22,26,5,14
"7459","K14761",466,322,659,362,1062,1654,704,705,719,574,608,601,448,552,474,484
"7460","K14766",2,1,9,4,6,11,0,0,0,0,0,0,0,0,0,0
"7461","K14768",12,10,16,10,2,12,14,24,45,28,14,10,2,0,0,9
"7462","K14769",5,0,5,4,0,10,0,0,0,0,0,0,0,0,6,2
"7463","K14771",4,2,8,18,6,22,19,6,10,4,7,6,6,2,4,7
"7464","K14772",0,0,5,1,2,2,1,4,0,6,4,0,0,1,0,4
"7465","K14773",2,4,6,4,3,2,0,0,0,0,0,0,0,0,0,0
"7466","K14774",3,12,16,13,0,6,0,4,0,0,6,2,2,2,3,6
"7467","K14775",0,3,0,4,0,3,0,0,0,2,10,0,0,2,4,18
"7468","K14776",4,6,9,6,2,9,5,3,4,8,5,0,0,2,0,14
"7469","K14777",20,39,47,34,31,47,107,88,89,85,58,69,79,101,72,76
"7470","K14778",860,741,509,537,554,435,152,71,129,49,16,4341,3860,3413,3399,3221
"7471","K14779",4,4,22,5,0,4,0,2,2,8,4,0,0,0,0,0
"7472","K14780",7,9,20,10,14,18,0,9,6,2,16,6,8,4,4,6
"7473","K14781",2,0,2,4,10,2,0,0,0,0,0,0,0,0,0,0
"7474","K14782",2,5,10,14,2,10,0,0,0,0,0,0,0,0,0,0
"7475","K14785",0,0,10,11,0,0,0,0,0,0,0,0,0,4,2,4
"7476","K14786",4,5,5,6,8,4,0,0,0,4,8,8,3,17,8,6
"7477","K14787",14,13,33,7,8,14,4,2,3,4,16,0,6,8,10,14
"7478","K14788",1,12,20,23,12,14,2,0,0,0,8,12,2,2,4,2
"7479","K14791",8,4,16,14,1,4,0,0,0,2,4,0,0,0,2,4
"7480","K14792",8,12,27,11,12,10,0,0,4,0,1,2,0,0,0,4
"7481","K14793",10,20,27,10,5,27,47,51,43,44,56,22,42,31,18,14
"7482","K14794",0,0,6,0,2,0,4,0,2,2,0,0,0,0,0,0
"7483","K14795",0,5,12,2,4,3,0,0,0,0,0,0,0,0,0,0
"7484","K14797",7,4,6,5,0,4,3,1,0,0,0,1,4,2,0,0
"7485","K14798",4,6,13,4,2,6,0,0,0,0,0,0,0,0,0,0
"7486","K14801",2,0,6,2,6,12,0,0,0,0,0,0,0,0,8,6
"7487","K14802",11,10,24,21,5,10,2,8,19,6,26,3,2,4,6,52
"7488","K14803",0,0,2,2,2,2,2,10,13,1,14,4,0,0,0,2
"7489","K14805",12,19,20,23,15,23,2,2,6,0,0,10,16,0,2,0
"7490","K14806",6,6,17,8,4,27,2,3,5,14,9,1,2,2,4,8
"7491","K14807",31,20,38,20,34,99,72,60,67,49,70,106,80,79,88,100
"7492","K14808",2,8,18,16,11,12,0,0,0,0,0,22,4,6,2,0
"7493","K14809",32,56,115,48,57,135,175,210,230,205,191,92,62,99,85,73
"7494","K14810",6,16,44,27,15,27,13,13,9,28,22,10,20,18,11,22
"7495","K14811",2,14,9,21,5,10,2,0,6,0,0,7,0,1,4,0
"7496","K14815",6,0,8,1,5,2,0,0,0,0,0,4,2,0,0,0
"7497","K14816",8,2,8,8,0,3,0,8,17,12,5,0,4,4,9,11
"7498","K14818",0,0,0,0,2,0,27,47,51,45,35,18,15,35,18,15
"7499","K14819",398,390,149,474,32,42,30,30,39,27,38,45,32,33,18,41
"7500","K14820",0,9,14,9,8,11,0,3,0,4,10,1,1,0,6,8
"7501","K14821",4,1,6,8,6,6,0,3,0,0,2,2,4,4,4,7
"7502","K14823",4,9,9,10,2,3,0,0,0,0,0,0,0,0,0,0
"7503","K14824",31,23,17,38,25,20,43,35,54,50,50,19,30,25,24,17
"7504","K14826",2,2,7,2,3,6,8,13,26,28,12,0,2,0,1,0
"7505","K14829",71,63,102,81,89,141,150,195,360,265,233,174,157,297,152,183
"7506","K14830",4,1,10,22,1,3,51,50,57,47,47,0,2,13,3,5
"7507","K14831",0,8,15,4,2,12,0,4,6,9,4,0,0,4,4,12
"7508","K14834",0,4,14,15,12,10,0,2,6,1,2,6,0,0,0,0
"7509","K14835",12,28,32,40,27,39,73,67,71,57,43,68,50,39,40,37
"7510","K14837",2,9,7,12,6,9,0,0,0,8,3,0,0,0,2,2
"7511","K14838",3,3,5,7,2,7,0,0,7,0,0,0,0,0,0,10
"7512","K14842",2,3,10,4,0,5,0,0,0,0,0,0,0,0,2,3
"7513","K14843",8,8,4,24,4,5,0,0,0,0,0,0,0,0,0,0
"7514","K14844",2,2,4,6,4,2,0,0,0,0,0,6,5,4,0,0
"7515","K14846",0,0,10,2,6,4,0,0,2,2,2,7,0,1,2,10
"7516","K14847",2,17,12,10,4,9,0,0,4,2,0,1,5,2,6,2
"7517","K14848",4,12,13,15,2,11,5,6,6,1,11,2,11,8,0,0
"7518","K14850",1,2,4,2,2,13,13,7,8,72,33,6,0,0,0,0
"7519","K14852",2,5,6,2,2,4,0,0,0,0,0,0,0,0,0,0
"7520","K14855",196,202,151,197,399,127,369,489,740,712,629,198,164,143,108,100
"7521","K14856",4,12,12,18,4,14,2,2,1,1,5,0,0,0,0,0
"7522","K14857",0,2,8,12,9,4,3,5,0,6,8,0,0,8,7,19
"7523","K14859",2,1,6,10,2,2,0,2,2,6,16,0,0,2,2,2
"7524","K14863",0,0,2,1,2,0,6,10,15,25,38,9,1,4,2,2
"7525","K14864",2,8,10,10,4,6,0,0,0,0,0,2,0,4,0,0
"7526","K14938",118,91,183,137,166,248,335,286,321,275,350,234,176,236,105,153
"7527","K14940",79,57,71,51,132,114,82,132,127,78,79,319,256,256,303,289
"7528","K14941",1037,996,931,1301,1006,683,864,662,1019,851,904,1707,1613,1752,1232,1350
"7529","K14949",639,623,957,899,798,922,1885,1162,1596,1483,1629,1241,1034,1540,830,1059
"7530","K14950",12,12,29,44,15,24,0,0,2,4,2,0,0,0,2,6
"7531","K14951",88,78,165,121,67,111,168,209,153,168,179,137,70,111,86,54
"7532","K14952",362,322,591,521,469,693,833,577,833,722,731,625,674,985,513,552
"7533","K14953",383,323,446,509,339,556,541,434,694,507,395,616,538,817,431,405
"7534","K14954",225,138,234,244,191,272,296,252,399,329,285,304,244,412,232,216
"7535","K14962",6,1,25,10,2,8,2,5,10,4,12,0,0,12,5,14
"7536","K14963",117,88,94,106,101,52,250,194,311,241,272,152,87,79,70,69
"7537","K14966",6,6,0,2,0,0,2,6,5,20,14,0,0,0,0,0
"7538","K14974",10,5,26,19,8,19,86,71,140,84,100,59,45,42,17,41
"7539","K14977",104,97,153,111,87,92,471,375,436,458,455,381,343,336,258,325
"7540","K14978",28,12,20,9,10,15,120,62,45,57,55,16,14,24,19,6
"7541","K14979",99,87,208,146,117,301,450,355,314,326,339,233,200,206,209,170
"7542","K14980",317,268,585,332,298,447,1501,1454,1668,1580,1791,967,875,930,943,795
"7543","K14981",168,157,336,186,178,330,829,664,731,655,805,437,378,465,377,377
"7544","K14982",778,380,477,387,871,510,617,592,675,527,584,503,610,612,362,678
"7545","K14983",189,140,198,228,308,302,238,200,195,157,147,220,243,185,137,221
"7546","K14986",3698,3483,2339,3784,1124,2162,4852,4092,4195,4003,4447,5248,4351,4670,4555,3965
"7547","K14987",648,655,717,617,425,774,1600,1282,1580,1549,1429,763,615,702,555,564
"7548","K14989",25,33,17,21,21,12,19,28,63,17,31,18,14,24,8,9
"7549","K14998",499,467,1066,585,518,1119,2415,2097,2630,2509,2563,946,813,1011,703,905
"7550","K14999",0,2,1,10,3,2,24,16,11,13,21,1,4,13,10,1
"7551","K15001",219,247,346,290,229,312,475,358,606,550,449,367,396,569,327,238
"7552","K15003",29,13,18,22,2,21,0,4,2,5,0,0,0,0,0,0
"7553","K15005",0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0
"7554","K15009",24,13,13,12,4,11,12,6,11,15,6,23,15,13,25,14
"7555","K15011",435,422,995,479,1534,1275,2181,2162,2065,2256,2213,675,678,784,633,605
"7556","K15012",219,256,563,251,268,608,1354,1356,1377,1547,1470,649,601,689,519,594
"7557","K15015",2,6,10,7,0,8,0,0,0,6,0,0,0,0,0,0
"7558","K15016",1205,1055,852,1080,474,516,616,449,575,614,341,1369,1214,1126,1334,879
"7559","K15019",37,46,26,33,111,26,120,141,90,108,135,43,22,20,41,24
"7560","K15022",762,725,371,719,210,391,381,359,287,354,347,1057,944,743,981,793
"7561","K15023",107,127,92,126,72,53,41,27,59,20,28,253,185,218,165,175
"7562","K15024",1116,1174,1025,982,1419,955,360,273,257,234,271,760,724,915,772,792
"7563","K15026",10,10,8,6,10,13,15,9,14,24,45,14,3,24,4,21
"7564","K15033",0,0,12,0,6,0,0,0,4,3,4,0,0,0,0,0
"7565","K15034",590,574,806,590,400,702,1794,1511,1823,1730,1939,1299,1121,1158,1024,1005
"7566","K15036",14,6,25,14,9,10,30,27,19,28,13,30,28,19,31,32
"7567","K15038",0,2,17,4,4,3,33,28,2,2,8,4,2,0,0,2
"7568","K15039",211,140,59,148,29,53,0,0,0,0,0,83,72,56,105,62
"7569","K15042",0,2,2,7,2,2,0,0,0,0,0,0,0,0,0,0
"7570","K15043",6,8,14,2,0,4,1,0,3,0,2,0,1,3,7,8
"7571","K15045",493,668,306,375,589,149,210,138,138,214,195,275,136,194,181,249
"7572","K15047",8,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0
"7573","K15050",0,0,0,0,2,20,0,0,0,0,0,0,0,0,2,6
"7574","K15051",59,30,211,82,152,161,518,516,633,485,617,82,76,114,176,141
"7575","K15052",18,12,73,27,5,58,60,122,116,155,119,55,43,54,44,24
"7576","K15053",10,9,44,17,8,57,25,33,58,49,93,78,41,0,18,8
"7577","K15054",34,43,65,52,45,44,209,172,219,161,239,47,45,62,44,42
"7578","K15058",2,0,2,7,0,2,1,5,6,7,0,4,0,4,0,7
"7579","K15060",41,47,91,68,51,108,184,134,188,178,215,67,56,94,61,66
"7580","K15061",0,0,5,0,5,10,24,18,14,31,22,10,4,4,8,7
"7581","K15062",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"7582","K15063",0,4,0,4,0,0,10,2,5,4,0,6,0,0,2,0
"7583","K15064",10,3,12,4,2,6,80,59,85,70,59,41,28,29,18,7
"7584","K15065",1,0,3,0,7,0,62,17,56,62,53,31,20,22,2,12
"7585","K15066",64,62,101,33,70,71,260,174,243,198,271,121,127,156,103,97
"7586","K15067",15,36,102,51,38,316,433,505,476,548,579,130,126,91,97,72
"7587","K15078",1,6,3,5,0,6,19,61,84,60,57,4,0,11,0,14
"7588","K15082",0,0,3,4,0,0,0,0,0,0,0,6,2,8,4,0
"7589","K15083",116,115,159,91,124,123,65,57,59,34,37,158,115,106,170,102
"7590","K15095",23,39,38,17,41,31,373,275,250,354,307,28,24,37,10,21
"7591","K15102",0,0,7,10,7,9,2,13,10,21,18,0,0,0,0,13
"7592","K15104",2,2,4,6,0,0,0,7,0,0,5,0,0,0,0,0
"7593","K15105",2,4,6,7,10,10,0,0,0,0,0,0,8,0,0,0
"7594","K15108",2,2,5,5,1,2,0,0,0,0,0,0,2,0,4,5
"7595","K15109",4,12,21,12,4,5,9,3,12,17,6,12,1,3,6,7
"7596","K15110",0,3,2,1,0,2,2,6,5,0,0,14,0,0,0,0
"7597","K15113",0,2,8,8,2,4,0,1,5,4,7,0,0,4,4,9
"7598","K15115",3,5,19,18,4,2,0,0,0,0,0,2,6,0,0,11
"7599","K15116",2,8,6,12,1,8,2,2,7,0,0,0,0,0,0,0
"7600","K15117",2,2,2,0,0,0,2,4,0,0,0,0,0,0,2,10
"7601","K15119",0,5,3,3,4,2,0,0,0,0,0,2,0,0,6,0
"7602","K15121",4,4,2,10,2,6,0,0,5,0,4,0,0,0,0,0
"7603","K15125",3633,1487,1471,1302,1074,1024,2783,3106,2526,2425,2827,986,921,818,792,978
